department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed
Manufacturing Production Process Development,Manufacturing Production Process Development,1120.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Installation,"Installing equipment, machines, wiring, or programs to meet specifications.",2.B.3.d,"[""System Setup"",""Configuration"",""Deployment""]",https://en.wikipedia.org/wiki/Installation_(computer_programs),"[""Installation"",""Configuration"",""Deployment""]",3.0,"Installation tests,Configuration checks",Microsoft Certified: Azure Administrator Associate,Installing software across organization,Basic,Medium,General skill with no specific legal compliance,https://docs.microsoft.com,"Installation success rate,Time taken","Incorrect configuration,Missing dependencies","System Administrator,IT Support","Technical Manuals, Troubleshooting","Plan installation,Prepare environment,Execute,Verify","Install software,Configure settings,Test functionality",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['System Setup', 'Configuration', 'Deployment']"
Programming and Software Development,Programming and Software Development,1113.0,technical skills,digital-technology related skills,Technical Skills,Programming,Writing computer programs for various purposes.,2.B.3.e,"[""Coding"",""Software Development"",""Debugging""]",https://en.wikipedia.org/wiki/Computer_programming,"[""Programming"",""Coding"",""Software Development""]",4.0,"Code reviews,Coding tests","Oracle Certified Java Programmer,Microsoft Certified: Azure Developer Associate",Developing a web application for a client,High-demand,High,General skill with no specific legal compliance,https://www.computer.org,"Code quality,Feature completion","Syntax errors,Poor documentation","Software Developer,Programmer","Algorithms,Data Structures","Write code,Test,Debug,Deploy","Develop features,Fix bugs,Write tests",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Coding', 'Software Development', 'Debugging']"
Operations Management,Operations Management,1079.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Operations Monitoring,"Watching gauges, dials, or other indicators to make sure a machine is working properly.",2.B.3.g,"[""Performance Monitoring"",""System Surveillance"",""Alert Management""]",https://en.wikipedia.org/wiki/System_monitoring,"[""Operations Monitoring"",""Performance Tracking"",""Surveillance""]",3.0,"Monitoring reports,Response exercises",Certified in Monitoring and Evaluation,Monitoring network performance in data center,High-demand,High,General skill with no specific legal compliance,https://www.pmi.org,"Uptime,Response time","Missing alerts,False positives","Network Engineer,Operations Manager","Alert Systems,Log Analysis","Set up monitors,Watch metrics,Respond to alerts","Check dashboards,Investigate issues,Escalate problems",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Performance Monitoring', 'System Surveillance', 'Alert Management']"
Operations Management,Operations Management,1079.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Operation and Control,Controlling operations of equipment or systems.,2.B.3.h,"[""Process Control"",""System Management"",""Workflow Direction""]",https://en.wikipedia.org/wiki/Control_system,"[""Operations Control"",""Process Management"",""System Direction""]",4.0,"Control simulations,Process audits",Certified in Production and Inventory Management,Managing production line in manufacturing,High-demand,High,General skill with no specific legal compliance,https://www.apics.org,"Process efficiency,Error rate","Poor coordination,Delayed decisions","Operations Manager,Control Engineer","Process Knowledge,Decision Making","Monitor processes,Make adjustments,Optimize","Control equipment,Adjust parameters,Optimize workflows",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Process Control', 'System Management', 'Workflow Direction']"
Network Systems,Network Systems,1112.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Equipment Maintenance,Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.,2.B.3.j,"[""Preventive Maintenance"",""Repair Scheduling"",""Component Replacement""]","https://en.wikipedia.org/wiki/Maintenance,_repair,_and_operations","[""Equipment Maintenance"",""Preventive Care"",""Repair""]",3.0,"Maintenance logs,Downtime analysis",Certified Maintenance Manager,Maintaining servers in data center,High-demand,High,General skill with no specific legal compliance,https://www.smrp.org,"Equipment uptime,Maintenance cost","Skipping schedules,Using wrong parts","Maintenance Technician,Facility Manager","Mechanical Skills, Scheduling","Schedule maintenance,Perform checks,Repair,Record","Inspect equipment,Replace parts,Update logs",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Preventive Maintenance', 'Repair Scheduling', 'Component Replacement']"
Operations Management,Operations Management,1079.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Troubleshooting,Determining causes of operating errors and deciding what to do about it.,2.B.3.k,"[""Fault Finding"",""Issue Resolution"",""Diagnostic Testing""]",https://en.wikipedia.org/wiki/Troubleshooting,"[""Troubleshooting"",""Diagnostics"",""Problem Resolution""]",4.0,"Fault simulation exercises,Resolution time tracking",Cisco Certified Network Associate,Resolving network connectivity issues,High-demand,High,General skill with no specific legal compliance,https://www.comptia.org,"Mean time to repair,First-time fix rate","Incomplete diagnosis,Ignoring root causes","IT Support Engineer,Technician","Logical Thinking,Patience","Identify symptom,Diagnose cause,Implement fix,Test","Analyze errors,Run diagnostics,Apply fixes",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Fault Finding', 'Issue Resolution', 'Diagnostic Testing']"
Network Systems,Network Systems,1112.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Repairing,Repairing machines or systems using the needed tools.,2.B.3.l,"[""Equipment Repair"",""Component Fixing"",""Restoration""]",https://en.wikipedia.org/wiki/Repair,"[""Repairing"",""Fixing"",""Restoration""]",3.0,"Repair quality checks,Time assessments",Certified Electronics Technician,Repairing hardware devices,Basic,Medium,General skill with no specific legal compliance,https://www.electronics-tech.com,"Repair success rate,Time taken","Incorrect repairs,Further damage","Technician,Service Engineer","Manual Dexterity,Technical Knowledge","Diagnose issue,Disassemble,Repair,Reassemble","Fix faults,Replace components,Test functionality",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Equipment Repair', 'Component Fixing', 'Restoration']"
Operations Management,Operations Management,1079.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Quality Control Analysis,"Conducting tests and inspections of products, services, or processes to evaluate quality or performance.",2.B.3.m,"[""Inspection"",""Testing"",""Defect Identification""]",https://en.wikipedia.org/wiki/Quality_control,"[""Quality Control"",""Inspection"",""Testing""]",4.0,"Quality audits,Defect analysis","Six Sigma Black Belt, Certified Quality Inspector",Conforming products to quality standards in manufacturing,High-demand,High,Must comply with ISO 9001 and QCI standards,https://www.iso.org,"Defect rate,Pass/fail ratio","Sampling errors,Inconsistent standards","Quality Inspector,QA Engineer","Attention to Detail,Standards Knowledge","Sample products,Test,Compare to standards,Record","Inspect items,Run tests,Document results",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Inspection', 'Testing', 'Defect Identification']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Judgment and Decision Making,Considering the relative costs and benefits of potential actions to choose the most appropriate one.,2.B.4.e,"[""Decision Analysis"",""Risk Assessment"",""Choice Evaluation""]",https://en.wikipedia.org/wiki/Decision-making,"[""Judgment"",""Decision Making"",""Risk Analysis""]",4.0,"Scenario analysis,Decision simulations",Certified Decision Making Professional,Making investment decisions for projects,High-demand,High,General skill with no specific legal compliance,https://www.decision-making-solutions.com,"Decision accuracy,Outcome quality","Rushed decisions,Ignoring risks","Manager,Analyst","Critical Thinking,Risk Assessment","Identify options,Evaluate,Choose,Implement","Analyze choices,Weigh risks,Make decisions",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Decision Analysis', 'Risk Assessment', 'Choice Evaluation']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Systems Analysis,"Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes.",2.B.4.g,"[""System Evaluation"",""Requirement Analysis"",""Process Mapping""]",https://en.wikipedia.org/wiki/Systems_analysis,"[""Systems Analysis"",""Requirement Gathering"",""Process Mapping""]",4.0,"System reviews,Requirement workshops",Certified Business Analysis Professional,Analyzing business processes for ERP implementation,High-demand,High,General skill with no specific legal compliance,https://www.iiba.org,"Requirement accuracy,System efficiency","Incomplete requirements,Overlooking dependencies","Business Analyst,System Analyst","Modeling,Analysis","Gather requirements,Model systems,Analyze,Recommend","Interview users,Create diagrams,Specify requirements",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['System Evaluation', 'Requirement Analysis', 'Process Mapping']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Systems Evaluation,"Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system.",2.B.4.h,"[""Performance Assessment"",""Metric Analysis"",""Improvement Planning""]",https://en.wikipedia.org/wiki/Evaluation,"[""Systems Evaluation"",""Performance Measurement"",""Assessment""]",4.0,"Performance audits,Metric analysis",Certified Performance Technologist,Evaluating IT system performance post-upgrade,High-demand,High,General skill with no specific legal compliance,https://www.ispi.org,"System performance,Improvement impact","Wrong metrics,Inadequate baseline","Performance Analyst,QA Manager","Data Analysis,Benchmarking","Define metrics,Collect data,Evaluate,Recommend","Measure performance,Compare benchmarks,Suggest improvements",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Performance Assessment', 'Metric Analysis', 'Improvement Planning']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Time Management,Managing one's own time and the time of others.,2.B.5.a,"[""Scheduling"",""Prioritization"",""Deadline Management""]",https://en.wikipedia.org/wiki/Time_management,"[""Time Management"",""Planning"",""Prioritization""]",3.0,"Time audits,Productivity measurements",Certified Time Manager,Managing project timelines effectively,High-demand,High,General skill with no specific legal compliance,https://www.mindtools.com,"Task completion rate,Deadline adherence","Poor planning,Procrastination","Project Manager,Team Lead","Planning,Discipline","Set goals,Plan schedule,Execute,Review","Create schedules,Set priorities,Meet deadlines",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Scheduling', 'Prioritization', 'Deadline Management']"
